28,97,92,88
36,13,37,63
18,3,93,36
6,33,99,9
18,31,43,96
61,90,66,78
79,95,71,80
32,94,19,47
46,1,72,84
60,99,18,44
41,73,45,57
48,91,36,73
17,25,93,22
22,100,3,79
63,43,14,23
57,47,20,64
70,96,10,20
84,75,35,31
75,78,99,59
66,9,67,99
73,69,39,53
36,13,30,74
15,23,65,59
89,78,88,22
40,21,22,23
80,37,45,11
31,21,18,51
86,45,38,69
45,17,33,30
87,44,74,15
8,5,82,16
46,38,74,95
2,41,54,81
96,42,7,27
18,48,91,13
79,7,29,11
44,20,95,88
21,100,72,37
32,73,53,83
9,67,13,9
95,35,45,11
70,60,10,80
14,32,56,99
10,53,39,90
84,74,93,92
70,46,99,33
15,91,48,24
48,25,42,85
26,45,90,70
49,78,90,28
25,30,26,7
13,19,79,70
4,42,75,48
99,5,72,60
20,88,23,59
84,26,26,46
94,18,42,64
63,46,68,52
85,41,76,50
59,64,55,6
47,67,16,24
8,34,55,36
38,21,45,39
75,36,29,96
22,98,22,87
28,95,37,75
94,52,81,3
93,56,66,90
46,50,41,1
97,42,19,59
28,67,32,27
99,85,3,4
36,63,14,56
24,99,54,33
13,8,39,14
80,99,61,61
71,43,20,16
9,42,31,22
90,62,39,64
11,41,18,43
84,46,17,83
73,86,15,61
16,73,65,35
12,56,70,2
97,52,94,66
21,2,15,24
63,52,4,70
62,64,84,61
66,72,28,56
12,13,70,66
75,76,38,87
89,64,52,28
56,7,89,25
30,51,60,68
85,100,97,25
76,100,97,75
57,53,64,85
46,77,99,50
54,98,32,62
94,72,9,20
89,76,5,97
61,63,84,71
69,40,29,14
28,38,30,64
65,14,70,61
41,76,31,23
69,98,42,89
14,15,89,36
47,64,70,33
71,84,13,89
41,93,87,40
13,70,54,41
42,19,90,63
63,53,74,98
86,34,95,33
84,58,15,57
66,45,6,74
67,84,96,86
98,63,48,22
69,90,90,5
14,92,90,31
97,59,30,28
36,99,84,74
42,42,72,78
31,38,12,27
95,47,88,21
79,87,94,91
11,96,2,9
15,17,31,17
47,4,7,57
72,17,93,1
96,17,40,84
26,6,9,26
6,12,9,36
60,3,16,25
80,29,80,52
65,86,44,71
22,14,27,38
35,50,23,85
46,21,93,90
89,45,13,53
86,92,19,45
54,63,19,93
59,99,72,78
27,58,74,96
71,35,47,47
37,58,35,7
6,55,53,51
87,20,51,21
77,42,28,42
78,93,40,45
58,18,67,2
87,80,90,78
46,68,84,84
37,92,36,64
94,66,52,10
26,3,45,34
90,3,20,33
29,67,60,13
66,18,12,74
78,90,46,14
72,49,78,71
96,2,37,42
37,58,55,22
83,37,17,50
86,4,67,21
31,74,40,91
67,93,63,44
56,28,45,69
60,91,39,24
82,33,80,72
59,44,9,3
94,14,81,60
73,97,18,74
83,22,65,90
93,93,13,5
99,19,2,68
53,38,84,97
45,46,6,88
29,8,52,34
65,43,16,17
46,99,61,24
86,18,98,43
72,39,11,51
52,19,59,40
59,32,18,76
97,68,52,66
43,25,29,23
17,32,91,13
4,71,34,3
8,59,38,59
99,36,87,54
46,28,2,85
13,48,7,70
80,5,80,54
4,73,62,36
89,64,88,39
56,69,39,59
12,43,37,44
89,53,26,80
35,8,83,80
9,63,96,17
48,33,55,77
9,73,81,33
67,40,25,60
19,63,71,47
61,87,46,37
21,49,60,12
10,36,8,26
93,19,41,91
64,55,4,76
62,32,38,86
16,58,27,82
14,87,25,4
24,93,21,38
95,51,89,10
30,49,20,8
54,72,50,56
85,66,31,86
46,63,34,58
25,98,2,82
33,96,56,14
67,44,31,14
68,1,93,84
36,28,77,81
50,49,65,85
40,82,52,7
13,13,5,22
84,43,11,57
82,1,83,36
43,84,78,78
10,82,75,100
28,77,33,41
25,99,29,77
58,37,99,43
68,36,46,45
83,81,70,25
42,40,96,97
64,44,25,96
89,15,48,41
70,12,15,49
13,97,42,23
30,92,99,52
29,19,20,50
99,8,79,18
56,61,54,75
72,80,21,38
41,14,90,52
8,95,40,81
25,45,6,23
80,54,6,25
60,91,71,26
91,87,53,38
87,51,65,18
15,11,71,62
73,28,99,60
58,34,59,66
37,20,49,73
14,74,98,98
77,55,59,18
96,26,38,7
92,88,17,78
46,68,16,86
7,5,44,15
24,35,5,42
63,68,79,13
50,95,3,78
63,41,2,12
53,56,85,49
6,72,93,49
57,78,87,62
11,87,78,17
70,10,57,100
65,16,93,15
65,10,86,16
8,95,1,98
8,90,90,97
31,15,86,65
80,97,87,24
1,16,97,92
58,2,23,41
95,21,33,91
15,21,41,24
67,11,21,60
10,19,13,83
60,79,27,5
34,29,99,1
24,76,76,56
75,20,9,92
36,68,80,26
13,24,50,44
73,95,13,85
95,48,68,95
28,56,37,35
25,99,100,51
92,96,18,34
84,78,77,74
76,98,90,19
74,86,30,58
85,26,17,61
48,93,72,51
14,51,78,46
44,88,65,28
38,31,14,44
26,64,39,26
16,7,30,4
9,87,27,99
23,37,31,84
50,64,45,7
28,15,26,6
9,10,26,7
21,38,31,5
15,4,31,68
50,67,31,5
73,11,48,79
55,54,19,53
100,97,87,24
23,51,63,6
91,37,53,53
49,2,37,98
45,100,86,88
54,93,33,10
14,22,87,22
97,17,48,61
41,38,60,29
93,95,67,62
66,84,95,46
94,66,43,88
13,55,37,53
69,52,16,9
51,41,19,2
91,71,62,95
98,87,33,88
25,32,85,88
90,33,37,88
24,3,52,87
89,47,89,17
78,47,23,4
65,82,16,34
45,81,25,73
75,77,37,17
70,82,34,29
89,31,70,80
92,54,39,98
81,76,3,53
72,100,16,94
65,55,44,47
80,88,36,44
95,9,61,53
17,74,40,84
49,57,46,44
89,21,7,58
4,13,26,42
83,14,98,71
92,6,31,23
72,22,64,47
33,11,25,38
87,66,72,7
20,52,78,29
93,41,35,68
3,46,17,100
34,93,28,26
15,25,21,47
26,23,52,88
45,55,29,22
41,46,21,89
56,33,63,91
15,51,11,15
57,72,61,66
78,37,46,21
74,37,41,52
49,29,13,75
12,35,38,21
95,14,29,61
98,37,74,65
34,45,5,58
25,72,61,66
39,46,21,77
92,71,88,84
54,66,13,38
41,38,34,15
40,79,34,31
70,6,6,30
79,26,67,11
70,37,94,2
17,44,11,92
24,56,17,30
94,54,66,56
91,97,34,30
81,73,19,83
4,5,57,90
47,99,36,86
78,95,69,26
44,69,37,80
11,46,30,53
76,1,19,96
66,21,76,20
77,74,7,61
50,99,5,37
68,18,19,7
8,7,9,49
98,88,31,30
23,96,63,38
30,27,44,3
38,27,49,95
88,20,82,83
67,50,28,51
72,87,92,97
56,89,18,28
42,79,55,30
99,33,36,16
86,32,85,81
86,13,59,25
16,22,75,57
74,68,55,4
73,62,28,38
74,62,3,41
48,30,21,50
29,35,25,72
36,79,87,95
42,55,100,70
79,8,14,61
90,61,61,68
90,19,96,96
26,7,50,68
35,51,18,16
73,57,36,32
68,100,89,12
85,68,76,36
1,34,51,62
66,82,44,87
30,80,42,96
21,50,63,45
64,53,12,68
18,62,51,71
64,37,45,90
17,82,66,47
46,80,66,42
18,9,57,60
25,71,100,54
75,1,77,24
53,30,36,98
77,15,1,1
50,55,14,54
91,83,56,21
44,94,44,41
37,92,71,8
13,79,35,70
23,71,53,10
31,30,50,85
63,51,90,86
27,3,36,96
6,61,10,74
57,50,53,70
17,41,56,40
67,65,88,81
8,30,15,54
18,45,25,55
77,47,67,95
81,63,49,22
65,17,87,59
16,69,64,51
100,93,75,94
86,75,37,8
78,59,52,82
69,99,26,50
13,45,91,54
84,87,56,83
89,74,15,66
67,86,85,35
86,36,32,54
65,65,78,87
13,2,84,64
27,34,34,63
7,7,90,12
88,16,60,16
78,75,89,5
21,34,97,90
61,58,11,62
98,63,21,13
37,54,50,38
34,62,72,11
25,15,37,64
5,91,34,59
54,52,21,24
77,95,45,66
17,33,99,76
97,67,28,28
89,28,16,13
47,76,84,11
36,26,1,36
47,75,66,93
7,96,76,1
7,37,30,62
14,43,60,68
17,1,24,5
95,57,57,38
2,90,36,32
76,9,89,84
97,32,40,90
28,48,24,19
81,72,61,88
57,64,63,58
10,8,26,51
7,28,48,63
15,8,43,69
40,94,70,24
52,73,96,24
32,68,8,14
37,69,10,49
33,82,16,48
59,20,54,31
57,66,45,53
66,91,14,50
3,73,37,92
24,12,45,51
99,43,89,65
3,6,85,16
30,43,71,59
35,69,11,45
33,45,63,98
27,91,12,78
72,82,82,4
54,24,17,34
52,2,20,40
78,34,29,26
57,51,81,37
68,22,85,79
89,46,80,98
24,41,99,88
61,84,68,7
7,29,23,97
72,1,78,67
61,38,12,1
90,78,58,52
7,46,83,16
52,86,75,51
29,11,18,97
17,16,46,3
2,35,70,14
88,98,29,50
30,74,64,53
71,2,72,82
13,71,74,16
71,68,97,83
7,16,76,9
17,82,31,95
75,22,96,18
16,33,80,21
57,42,1,42
99,48,51,84
87,65,42,51
82,86,65,7
37,7,99,45
94,54,44,95
72,87,99,20
23,29,98,7
100,74,6,16
11,81,51,36
79,96,22,5
60,78,21,24
50,25,31,10
